pi_type_id, pi_name, pi_guid, pi_readonly, pi_text, pi_numeric, pi_storage_type, pi_group_name, pi_display_unit_type, pi_parameter_type
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a1	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a1	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a2	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a2	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a2	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a3	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a3	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a3	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a4	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a4	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a4	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a5	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a5	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a5	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a6	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a6	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a6	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a7	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a7	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a7	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a8	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a8	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a8	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a9	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a9	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a9	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047aa	"Connection Status"		1	"0"	0	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047aa	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047aa	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047ab	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047ab	"Connection Status"		1	"2"	2	Integer	Structural	""	""
